province	price_level	meals_Dinner	features_Seating	features_Reservations	features_Table Service	cuisines_European	meals_Lunch	features_Wheelchair Accessible	cuisines_Dutch	features_Serves Alcohol	features_Outdoor Seating	meals_Brunch	features_Takeout
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€	1	1	1	1	0	0	1	0	0	0	0	0
North Holland Province	€€€€	1	1	1	1	0	1	1	1	1	0	1	1
North Holland Province	€	1	1	0	1	1	1	0	0	1	0	1	0
North Holland Province	€	0	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
North Holland Province	€€-€€€	1	0	0	0	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	0	0
North Holland Province	€€-€€€	0	1	0	1	1	1	0	1	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
North Holland Province	€	0	1	0	1	1	1	0	1	1	1	1	0
North Holland Province	€	1	1	0	1	0	1	1	0	1	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€	0	1	0	1	1	1	0	1	1	1	1	0
North Holland Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
North Holland Province	€	0	0	0	0	0	1	1	1	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
North Holland Province	€	1	1	0	0	1	1	0	1	0	0	0	0
North Holland Province	€€-€€€	0	1	1	1	0	0	0	0	1	1	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€	1	1	1	1	1	1	1	0	1	0	1	0
North Holland Province	€€-€€€	0	1	0	1	0	0	0	0	1	1	0	0
North Holland Province	€	0	1	0	0	0	0	1	0	0	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	1	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	0	1	0	1	0	0	1	0	0	0
North Holland Province	€	0	0	0	0	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	0	0	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€	0	1	0	0	0	1	1	0	0	1	1	1
North Holland Province	€	0	1	0	1	1	1	1	1	0	1	1	1
North Holland Province	€€-€€€	0	1	0	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	1	1	0	1	0	1	1	0	0
North Holland Province	€	1	1	1	1	0	1	1	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€	0	1	1	1	1	1	0	1	0	0	1	1
North Holland Province	€€-€€€	0	1	0	0	1	1	1	0	0	0	1	1
North Holland Province	€€-€€€	1	1	1	0	1	1	0	1	1	1	0	0
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€	1	0	1	0	0	0	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	1	0	0
North Holland Province	€€€€	1	1	1	1	1	1	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€	1	1	0	0	0	1	0	0	0	0	0	1
North Holland Province	€	1	1	0	0	1	1	1	0	1	0	0	1
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	0	1
North Holland Province	€	0	1	0	0	0	0	0	0	1	0	0	0
North Holland Province	€	0	1	0	0	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	0
North Holland Province	€	0	1	0	0	0	1	1	0	0	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	0	0	0	0
North Holland Province	€	1	1	0	1	1	1	1	1	1	1	1	0
North Holland Province	€€-€€€	0	1	0	0	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	1
North Holland Province	€	1	1	0	0	0	1	0	0	0	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
North Holland Province	€	0	0	0	0	0	0	1	0	0	0	0	1
North Holland Province	€€-€€€	0	1	0	1	0	0	0	0	1	1	0	0
North Holland Province	€	0	1	1	1	1	1	0	1	1	1	1	0
North Holland Province	€€-€€€	0	0	0	0	0	0	1	0	0	0	0	0
North Holland Province	€	1	1	1	1	0	1	1	0	0	0	0	0
North Holland Province	€	1	1	0	0	1	1	0	0	0	0	1	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€	1	1	1	1	1	1	0	0	1	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	0	0	0	1	1	1	0	1	0	1
North Holland Province	€€-€€€	1	0	0	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	0	1	0	1	0	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	1
North Holland Province	€€-€€€	0	1	0	1	1	1	0	0	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	0	1	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	0	0	0	0
North Holland Province	€€-€€€	0	1	0	0	0	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	1	0
North Holland Province	€	1	1	0	1	0	1	0	0	1	0	0	1
North Holland Province	€€-€€€	0	1	1	1	0	1	1	0	1	1	1	1
North Holland Province	€€-€€€	0	1	0	0	0	0	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	0	0	0	0
North Holland Province	€	1	0	0	0	1	1	1	1	0	0	0	1
North Holland Province	€	0	1	1	1	0	1	1	0	0	1	1	1
North Holland Province	€	1	1	1	0	0	0	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	1	1
North Holland Province	€€-€€€	1	1	0	0	1	1	0	1	1	0	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	1	0	1
North Holland Province	€	0	1	0	0	0	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	0	1	1	1	1	0
North Holland Province	€	1	0	1	0	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	1	1	1	0	0
North Holland Province	€	0	0	0	0	1	1	1	1	0	0	0	1
North Holland Province	€	0	0	0	0	0	0	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	0	0	0	0
North Holland Province	€	0	1	0	0	0	0	1	0	0	1	1	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	1	1	0	0	0
North Holland Province	€	1	1	0	0	0	1	0	0	1	1	0	0
North Holland Province	€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€	1	1	0	1	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	0	1	0	1	0	0	0	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	1	0
North Holland Province	€€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	1	0	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€€€	1	1	1	1	1	1	0	1	1	0	0	0
North Holland Province	€€€€	1	1	1	1	1	1	0	1	1	0	0	0
North Holland Province	€	1	1	0	0	1	0	0	0	0	0	0	0
North Holland Province	€€-€€€	0	1	0	1	0	0	1	0	0	1	0	0
North Holland Province	€€€€	1	1	1	1	1	0	0	0	1	0	0	0
North Holland Province	€€€€	1	1	1	1	1	1	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	1	0
North Holland Province	€€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€€€€	1	1	1	1	1	1	0	0	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	1
North Holland Province	€€€€	1	1	1	1	0	0	1	0	1	1	0	0
North Holland Province	€€-€€€	0	1	0	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	1
North Holland Province	€	1	1	1	1	1	1	0	1	1	1	1	1
North Holland Province	€€-€€€	0	1	0	1	0	1	0	0	1	1	1	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	1	0	0	0	0	0	0	1	1
North Holland Province	€€-€€€	0	1	0	1	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	1	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	1
North Holland Province	€€-€€€	0	1	0	1	0	0	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	0	1	1	1	1	1	0	1	0	0	1	0
North Holland Province	€	1	0	0	0	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	0	0
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€	0	0	0	0	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	0	0	0	1	1	0	1	0	1	1
North Holland Province	€€-€€€	0	1	1	1	1	0	1	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	1	1	0	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	1	1
North Holland Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	1
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	0
North Holland Province	€	0	1	0	0	0	1	1	0	0	1	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€	1	0	0	0	0	1	1	1	0	0	1	0
North Holland Province	€	1	1	0	0	0	1	0	0	0	0	0	0
North Holland Province	€	1	1	0	0	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	0	1	0	0	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€	1	0	1	0	0	0	1	0	1	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	0	1	1	0	1	1	0	1	0	0	1
North Holland Province	€€-€€€	1	1	0	0	1	1	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	0
North Holland Province	€	1	1	1	1	1	1	0	0	1	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	0	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	1	0	1	0	1	1	0	0	0
North Holland Province	€	1	1	1	1	1	1	0	1	1	1	1	0
North Holland Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€€€€	1	1	1	1	1	0	1	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	1	1
North Holland Province	€	0	1	0	1	1	1	1	0	0	0	1	1
North Holland Province	€	1	1	0	1	0	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	0	1	1	1	1	1	1	0	1
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	1	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
North Holland Province	€€€€	1	1	1	1	1	0	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	0	0	0	0
North Holland Province	€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	0	0	1	0	1	0	0	0	0	0	0
North Holland Province	€	1	1	0	1	1	1	1	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	1	1	1	1	1	0
North Holland Province	€	1	1	1	1	0	0	1	0	0	0	0	0
North Holland Province	€	1	1	0	0	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	0
North Holland Province	€€-€€€	0	1	1	0	1	0	0	1	0	0	1	0
North Holland Province	€€-€€€	1	1	0	1	0	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	0	0	1
North Holland Province	€	0	1	0	0	0	0	0	0	0	0	1	1
North Holland Province	€	1	1	1	1	0	1	1	0	1	1	1	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	1	1	0	0
North Holland Province	€	1	1	1	0	0	0	0	0	0	0	0	1
North Holland Province	€€-€€€	0	1	0	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	1	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€€-€€€	0	1	1	1	1	1	0	0	0	1	1	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	1	0	0	0
North Holland Province	€€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	0	1	1	1	1	1	1	1	0
North Holland Province	€	1	1	1	1	0	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	1
North Holland Province	€	0	0	0	0	0	1	1	0	0	0	0	0
North Holland Province	€€-€€€	0	1	0	0	1	1	0	0	1	0	1	1
North Holland Province	€€-€€€	1	1	0	0	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	1	0	0	1	0
North Holland Province	€€-€€€	1	0	1	1	1	0	0	0	0	0	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	1	0
North Holland Province	€€€€	1	1	1	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	0	1	1	1	1	1	0	1	1	1	1	1
North Holland Province	€	1	1	0	1	0	1	0	0	1	0	0	1
North Holland Province	€	1	1	1	0	0	0	1	1	0	1	0	1
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	0
North Holland Province	€€-€€€	0	1	1	1	1	1	1	1	1	0	0	0
North Holland Province	€	1	0	1	0	1	1	1	1	0	0	0	1
North Holland Province	€	1	0	0	1	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	0	0
North Holland Province	€€-€€€	0	1	0	0	1	1	0	0	1	1	0	0
North Holland Province	€€-€€€	1	0	1	0	1	1	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	0	0	1	0	0	1	1	0	0	0
North Holland Province	€€€€	1	1	1	1	1	1	1	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	0	0	0
North Holland Province	€€-€€€	0	0	1	0	1	0	1	1	0	0	1	0
North Holland Province	€	1	1	0	0	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	0	1	0	1	1	1	0	0	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	0	1	1	1	1	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	1	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	0	1
North Holland Province	€	0	0	0	0	1	0	1	0	0	0	0	1
North Holland Province	€	0	0	0	0	1	0	1	1	0	0	1	0
North Holland Province	€	0	1	0	0	0	0	1	1	0	0	1	1
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	0	1	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	1	1
North Holland Province	€	1	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€	0	1	0	0	0	0	0	0	0	0	0	0
North Holland Province	€	0	1	0	0	0	0	1	0	0	0	1	0
North Holland Province	€	0	0	0	0	0	1	0	1	0	0	0	1
North Holland Province	€	1	0	0	0	0	1	1	0	0	0	1	1
North Holland Province	€	0	1	0	1	0	1	0	0	1	0	1	0
North Holland Province	€€-€€€	1	1	1	1	0	1	1	0	1	1	1	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	0	1
North Holland Province	€	1	1	0	0	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	0	1	0	0	0	1	1	0	0	0
North Holland Province	€	0	0	1	0	1	1	0	1	0	0	0	1
North Holland Province	€€-€€€	1	0	0	0	1	1	1	1	0	0	0	0
North Holland Province	€	0	1	0	0	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	0	0	1	1	0	1	1	0	0	1	0
North Holland Province	€	1	0	0	0	0	1	1	0	0	0	1	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€	1	0	0	1	1	1	1	1	1	0	0	0
North Holland Province	€€-€€€	1	0	1	0	0	1	1	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€	1	0	0	1	1	0	1	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
North Holland Province	€	0	1	0	1	1	1	1	1	1	1	0	1
North Holland Province	€	0	0	1	0	1	0	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	0	1	1	1	0
North Holland Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	0	1	0	0	1	1	0	0	0	0	1	0
North Holland Province	€€-€€€	1	0	1	0	1	1	0	0	1	0	0	0
North Holland Province	€€-€€€	0	1	0	1	0	0	0	0	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	0	1	0	0	1
North Holland Province	€	1	1	1	1	1	0	0	1	1	1	0	0
North Holland Province	€€-€€€	0	1	0	1	1	0	0	0	1	1	0	0
North Holland Province	€	1	1	1	1	1	0	0	0	1	0	0	0
North Holland Province	€	0	1	0	0	1	1	1	0	0	0	1	0
North Holland Province	€€-€€€	0	1	1	1	1	1	0	0	0	1	1	1
North Holland Province	€€-€€€	0	1	0	1	1	1	0	1	1	0	0	0
North Holland Province	€€-€€€	1	0	0	0	0	1	0	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	1	1	0	0
North Holland Province	€€-€€€	0	1	0	1	0	0	0	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	1	1	1	0	1	0
North Holland Province	€€-€€€	1	0	1	1	1	1	0	1	0	0	0	0
North Holland Province	€€-€€€	0	1	0	0	0	0	1	0	0	0	1	1
North Holland Province	€€-€€€	0	1	1	0	1	1	1	1	1	1	0	0
North Holland Province	€€-€€€	1	1	1	1	1	1	0	0	1	1	1	0
North Holland Province	€€-€€€	0	1	1	1	1	1	0	0	1	0	0	0
North Holland Province	€	0	1	0	0	0	1	0	0	0	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	1	1	1	0	0	0
North Holland Province	€	0	0	0	0	1	0	1	1	0	0	1	0
North Holland Province	€€-€€€	1	0	0	0	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	0	1	0	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	0	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	0	0	0	0
North Holland Province	€	1	1	1	1	1	1	0	1	1	1	0	0
North Holland Province	€€-€€€	1	0	1	0	0	1	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	1	0	1	1	0	1
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
North Holland Province	€	1	1	1	1	1	1	1	1	1	1	1	0
North Holland Province	€	1	0	0	0	1	0	1	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	1	0	0	1	0
North Holland Province	€	1	1	0	0	0	1	1	0	0	1	1	1
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	0	1	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	0	1	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	0	0	1	0	0	0	0	0
North Holland Province	€	1	1	1	0	0	0	1	0	0	0	0	0
North Holland Province	€	1	0	0	0	0	1	1	0	0	0	0	1
North Holland Province	€€-€€€	1	1	1	1	1	1	0	1	0	1	1	0
North Holland Province	€€-€€€	1	1	1	1	0	0	0	0	0	0	0	0
North Holland Province	€€-€€€	1	1	1	1	1	0	1	0	0	0	0	0
North Holland Province	€€-€€€	0	1	1	1	1	1	1	1	0	0	1	0
North Holland Province	€€-€€€	1	1	0	1	1	1	1	1	0	0	1	1
